Region,Country,Population,Facility Name,Facility Type,Number of Beds,Number of Doctors,Number of Nurses,Annual Patient Visits,Emergency Response Time (minutes),Funding Received (USD),Electricity Availability,Internet Availability,Patient Satisfaction Rate (%),Average Distance to Facility (km)
Eastern Ethiopia,Ethiopia,1211,Eastern Facility 1261,Clinic,74,12,38,17096,28,107292,No,Yes,88.7,8.5
Western Uganda,Uganda,1450,Western Facility 1262,Health Center,78,3,5,5302,11,30229,Yes,Yes,73.4,4.6
Eastern Nigeria,Nigeria,7737,Eastern Facility 1263,Clinic,74,12,5,2563,47,100261,Yes,Yes,85.0,13.7
Central Malawi,Malawi,3637,Central Facility 1264,Clinic,29,4,47,2755,46,40853,Yes,Yes,75.4,15.0
Dar es Salaam,Tanzania,7240,Dar Facility 1265,Health Center,15,15,37,15626,40,69229,Yes,Yes,76.0,4.7
Central Malawi,Malawi,6013,Central Facility 1266,Health Center,91,1,20,16683,58,55649,No,No,73.7,18.6
Western Kenya,Kenya,8916,Western Facility 1267,Health Center,92,12,10,11962,9,63347,No,Yes,74.8,3.1
Eastern Rwanda,Rwanda,9437,Eastern Facility 1268,Clinic,87,20,20,6969,44,195070,No,Yes,89.2,6.9
Western Kenya,Kenya,4772,Western Facility 1269,Clinic,48,18,50,15495,37,116469,No,Yes,79.1,15.1
Western Kenya,Kenya,3287,Western Facility 1270,Hospital,78,15,9,7218,14,146090,No,Yes,94.1,18.8
Central Malawi,Malawi,9583,Central Facility 1271,Hospital,98,8,41,8385,22,74666,No,Yes,80.2,15.5
Central Senegal,Senegal,9904,Central Facility 1272,Clinic,43,12,47,7978,21,188103,Yes,No,82.7,14.4
Central Senegal,Senegal,1123,Central Facility 1273,Clinic,83,7,36,4334,19,115555,No,No,94.1,18.6
Western Uganda,Uganda,6510,Western Facility 1274,Clinic,31,13,14,6330,52,165880,Yes,Yes,83.2,5.1
Northern Ghana,Ghana,9737,Northern Facility 1275,Hospital,44,12,16,16775,56,99693,No,No,69.0,11.1
Eastern Rwanda,Rwanda,4739,Eastern Facility 1276,Hospital,24,5,23,7850,6,175612,Yes,No,89.1,6.5
Southern Zambia,Zambia,6564,Southern Facility 1277,Hospital,86,2,27,17879,10,71742,No,Yes,64.5,7.4
Eastern Rwanda,Rwanda,5614,Eastern Facility 1278,Hospital,53,9,21,15363,56,25615,No,No,79.0,9.5
Central Malawi,Malawi,6186,Central Facility 1279,Health Center,33,1,23,16203,29,89768,No,No,61.6,3.3
Central Malawi,Malawi,3523,Central Facility 1280,Clinic,57,18,34,10105,53,55462,No,No,90.7,2.0
Eastern Nigeria,Nigeria,2284,Eastern Facility 1281,Health Center,75,9,10,10186,19,107777,Yes,Yes,78.6,19.4
Eastern Ethiopia,Ethiopia,2900,Eastern Facility 1282,Clinic,100,2,13,3800,47,49831,Yes,No,87.0,8.2
Dar es Salaam,Tanzania,544,Dar Facility 1283,Hospital,42,10,20,9088,28,105565,Yes,No,80.9,2.3
Western Uganda,Uganda,3319,Western Facility 1284,Health Center,57,3,47,13481,29,31737,Yes,No,69.9,13.5
Central Senegal,Senegal,2944,Central Facility 1285,Clinic,69,13,46,4747,32,55568,Yes,Yes,85.1,8.0
Western Kenya,Kenya,8622,Western Facility 1286,Health Center,47,12,38,19373,13,53313,Yes,No,62.9,19.2
Eastern Rwanda,Rwanda,4555,Eastern Facility 1287,Clinic,9,12,40,18281,23,79353,Yes,No,75.4,16.9
Northern Ghana,Ghana,4231,Northern Facility 1288,Health Center,88,20,6,17543,36,188625,No,Yes,74.8,15.2
Dar es Salaam,Tanzania,9020,Dar Facility 1289,Health Center,55,5,48,12282,32,78565,Yes,No,84.5,18.8
Central Malawi,Malawi,8169,Central Facility 1290,Clinic,90,2,47,6372,47,153610,No,Yes,70.1,11.4
Dar es Salaam,Tanzania,4348,Dar Facility 1291,Hospital,55,19,15,17548,22,118098,Yes,Yes,88.2,12.6
Southern Zambia,Zambia,9114,Southern Facility 1292,Hospital,18,12,14,3823,32,29320,No,No,90.5,5.2
Central Senegal,Senegal,1325,Central Facility 1293,Hospital,90,19,17,12843,19,78064,Yes,No,94.2,11.5
Western Kenya,Kenya,5397,Western Facility 1294,Health Center,90,6,19,10018,58,11332,Yes,Yes,80.3,4.1
Southern Zambia,Zambia,1406,Southern Facility 1295,Clinic,17,16,26,3891,16,33297,Yes,Yes,81.9,5.7
Southern Zambia,Zambia,5045,Southern Facility 1296,Hospital,22,14,16,18595,50,72109,Yes,Yes,63.6,1.4
Central Malawi,Malawi,796,Central Facility 1297,Hospital,50,8,18,15393,48,147869,No,No,80.8,4.3
Western Uganda,Uganda,6158,Western Facility 1298,Hospital,26,12,32,9937,52,37093,Yes,No,82.3,14.7
Eastern Ethiopia,Ethiopia,3150,Eastern Facility 1299,Clinic,51,19,37,6652,7,44489,No,No,89.5,1.7
Southern Zambia,Zambia,7294,Southern Facility 1300,Clinic,15,19,10,18594,30,148609,No,Yes,92.3,14.1
Central Malawi,Malawi,8214,Central Facility 1301,Clinic,96,7,25,16324,51,70616,Yes,No,66.9,15.9
Southern Zambia,Zambia,4269,Southern Facility 1302,Clinic,83,7,29,2618,11,127710,No,No,87.8,6.3
Eastern Nigeria,Nigeria,4011,Eastern Facility 1303,Hospital,38,16,40,19546,49,186049,Yes,No,91.8,8.4
Eastern Rwanda,Rwanda,6793,Eastern Facility 1304,Health Center,46,11,19,16840,23,176413,No,No,75.1,15.5
Dar es Salaam,Tanzania,6137,Dar Facility 1305,Clinic,84,14,24,9043,49,156518,Yes,Yes,91.0,9.8
Dar es Salaam,Tanzania,4489,Dar Facility 1306,Hospital,18,13,50,4767,57,134700,No,No,72.3,13.3
Dar es Salaam,Tanzania,6641,Dar Facility 1307,Clinic,46,20,34,6108,46,171137,Yes,Yes,76.9,11.6
Central Senegal,Senegal,2426,Central Facility 1308,Hospital,40,1,13,8934,18,136618,No,No,73.4,11.7
Eastern Ethiopia,Ethiopia,5344,Eastern Facility 1309,Clinic,15,12,15,2378,48,176508,No,Yes,69.8,8.0
Northern Ghana,Ghana,9769,Northern Facility 1310,Clinic,28,8,32,16318,55,98278,Yes,No,92.8,17.4
Northern Ghana,Ghana,3414,Northern Facility 1311,Clinic,40,14,30,1941,52,175625,Yes,No,85.7,11.3
Eastern Ethiopia,Ethiopia,6212,Eastern Facility 1312,Hospital,13,16,26,1041,36,147696,No,Yes,77.7,9.3
Southern Zambia,Zambia,734,Southern Facility 1313,Hospital,37,9,18,2121,23,46489,No,Yes,87.7,4.7
Central Senegal,Senegal,5734,Central Facility 1314,Health Center,6,8,34,9517,39,89291,No,Yes,91.9,15.7
Central Malawi,Malawi,4098,Central Facility 1315,Hospital,53,15,18,7943,11,122641,Yes,Yes,89.8,16.4
Central Senegal,Senegal,5725,Central Facility 1316,Hospital,83,9,48,16424,38,162434,Yes,Yes,90.5,12.3
Northern Ghana,Ghana,2283,Northern Facility 1317,Clinic,69,1,33,11530,38,152992,No,No,64.7,4.4
Eastern Rwanda,Rwanda,824,Eastern Facility 1318,Health Center,77,14,43,10275,55,23300,No,Yes,69.4,17.8
Central Malawi,Malawi,8168,Central Facility 1319,Health Center,19,9,33,15985,27,61007,No,Yes,86.0,11.1
Eastern Rwanda,Rwanda,1463,Eastern Facility 1320,Hospital,71,4,7,7817,24,178605,No,Yes,66.8,15.1
Dar es Salaam,Tanzania,3426,Dar Facility 1321,Health Center,56,6,36,18248,42,81326,Yes,Yes,88.7,11.7
Western Kenya,Kenya,3151,Western Facility 1322,Hospital,27,19,47,17477,45,134630,Yes,No,68.2,1.9
Dar es Salaam,Tanzania,3479,Dar Facility 1323,Hospital,18,15,13,18072,60,64565,Yes,Yes,73.7,7.0
Southern Zambia,Zambia,4358,Southern Facility 1324,Health Center,33,6,13,17763,20,18283,No,Yes,91.2,19.3
Central Malawi,Malawi,9255,Central Facility 1325,Hospital,8,12,22,13728,47,183035,No,No,82.0,18.9
Central Malawi,Malawi,7453,Central Facility 1326,Health Center,58,17,6,14113,53,88526,Yes,No,75.6,6.3
Southern Zambia,Zambia,9814,Southern Facility 1327,Health Center,95,17,42,8215,54,191556,No,Yes,62.9,7.7
Dar es Salaam,Tanzania,4284,Dar Facility 1328,Clinic,80,1,50,5459,46,20854,Yes,No,66.3,15.0
Dar es Salaam,Tanzania,2762,Dar Facility 1329,Health Center,99,11,44,14887,5,154459,Yes,No,76.3,10.3
Eastern Nigeria,Nigeria,5152,Eastern Facility 1330,Clinic,94,13,22,19999,44,182015,Yes,No,63.7,4.0
Western Uganda,Uganda,1211,Western Facility 1331,Hospital,39,3,18,4675,46,107545,No,Yes,61.0,1.7
Central Malawi,Malawi,3635,Central Facility 1332,Hospital,90,5,36,11667,32,90719,Yes,No,84.9,12.4
Central Senegal,Senegal,3636,Central Facility 1333,Clinic,88,6,41,2615,24,152454,No,Yes,79.8,18.3
Central Malawi,Malawi,1373,Central Facility 1334,Hospital,8,19,27,4767,48,179459,No,No,79.9,1.6
Western Kenya,Kenya,7151,Western Facility 1335,Hospital,55,11,37,17334,38,37230,No,No,79.9,6.7
Dar es Salaam,Tanzania,2053,Dar Facility 1336,Clinic,7,12,25,18565,30,164816,No,No,62.0,7.4
Central Senegal,Senegal,8433,Central Facility 1337,Health Center,77,16,49,18174,14,118441,Yes,No,71.8,2.6
Central Senegal,Senegal,6565,Central Facility 1338,Hospital,32,18,7,3720,60,123967,Yes,Yes,78.9,13.9
Western Kenya,Kenya,1700,Western Facility 1339,Health Center,82,8,29,13200,44,191224,Yes,No,82.5,6.3
Eastern Ethiopia,Ethiopia,9206,Eastern Facility 1340,Hospital,98,1,7,3596,33,30319,Yes,Yes,62.7,14.6
Central Malawi,Malawi,3103,Central Facility 1341,Hospital,42,1,22,8236,58,82903,Yes,Yes,71.0,7.7
Eastern Ethiopia,Ethiopia,8762,Eastern Facility 1342,Hospital,44,14,12,10974,45,33241,No,Yes,90.3,5.3
Southern Zambia,Zambia,8511,Southern Facility 1343,Clinic,7,16,44,7499,22,177586,Yes,Yes,92.2,19.4
Eastern Nigeria,Nigeria,6092,Eastern Facility 1344,Hospital,66,19,19,10070,40,45069,Yes,No,83.1,2.2
Northern Ghana,Ghana,6603,Northern Facility 1345,Clinic,58,4,36,6432,12,181948,No,No,84.2,7.6
Western Uganda,Uganda,3004,Western Facility 1346,Health Center,56,10,27,18874,29,107549,No,Yes,61.0,17.5
Southern Zambia,Zambia,4804,Southern Facility 1347,Clinic,58,8,36,3802,22,78083,Yes,Yes,90.5,4.0
Dar es Salaam,Tanzania,1257,Dar Facility 1348,Hospital,62,15,30,17129,42,14350,No,No,90.0,12.3
Eastern Rwanda,Rwanda,7363,Eastern Facility 1349,Hospital,48,6,45,9084,18,76628,Yes,Yes,91.1,12.0
Eastern Nigeria,Nigeria,7217,Eastern Facility 1350,Clinic,29,7,47,5656,41,92710,Yes,Yes,60.7,15.9
Dar es Salaam,Tanzania,6759,Dar Facility 1351,Clinic,98,4,16,10077,6,138482,Yes,No,86.2,5.1
Western Uganda,Uganda,7681,Western Facility 1352,Hospital,51,4,8,5567,16,111037,Yes,No,80.7,10.7
Eastern Rwanda,Rwanda,7560,Eastern Facility 1353,Clinic,93,17,31,6987,53,150599,Yes,Yes,62.3,18.0
Western Kenya,Kenya,6333,Western Facility 1354,Hospital,60,14,23,6367,35,12004,No,Yes,64.1,18.2
Northern Ghana,Ghana,6791,Northern Facility 1355,Hospital,87,16,13,15635,24,83222,Yes,No,92.8,6.9
Northern Ghana,Ghana,1311,Northern Facility 1356,Clinic,37,9,35,15216,46,58946,Yes,No,73.4,3.6
Central Senegal,Senegal,4974,Central Facility 1357,Hospital,89,3,20,8555,48,114814,Yes,Yes,70.5,5.3
Eastern Ethiopia,Ethiopia,1379,Eastern Facility 1358,Health Center,77,17,30,2195,46,55567,No,No,67.3,8.3
Central Malawi,Malawi,3097,Central Facility 1359,Clinic,67,6,20,4154,49,192297,No,Yes,80.0,6.0
Eastern Nigeria,Nigeria,6235,Eastern Facility 1360,Hospital,23,2,29,7901,43,29050,No,No,76.6,4.4
Southern Zambia,Zambia,5043,Southern Facility 1361,Health Center,7,3,15,11333,30,47632,Yes,No,70.8,6.0
Dar es Salaam,Tanzania,8832,Dar Facility 1362,Health Center,95,11,26,18803,26,99810,No,Yes,74.5,19.9
Western Kenya,Kenya,1264,Western Facility 1363,Hospital,68,12,39,16052,19,97581,No,No,64.0,4.8
Eastern Rwanda,Rwanda,914,Eastern Facility 1364,Health Center,72,2,17,17057,57,106630,No,Yes,77.7,11.3
Western Kenya,Kenya,1591,Western Facility 1365,Clinic,19,2,39,3476,52,70715,Yes,No,70.3,5.1
Eastern Nigeria,Nigeria,5897,Eastern Facility 1366,Clinic,60,13,24,11934,49,137470,Yes,No,66.7,17.4
Eastern Ethiopia,Ethiopia,7797,Eastern Facility 1367,Health Center,6,18,43,9953,19,137253,Yes,No,92.3,4.8
Dar es Salaam,Tanzania,5485,Dar Facility 1368,Clinic,5,11,47,9813,5,148478,Yes,No,63.2,12.1
Southern Zambia,Zambia,8318,Southern Facility 1369,Health Center,55,5,13,10981,28,193761,Yes,Yes,83.0,3.7
Western Kenya,Kenya,5187,Western Facility 1370,Clinic,96,13,38,11081,56,155102,Yes,No,62.4,17.1
Dar es Salaam,Tanzania,2851,Dar Facility 1371,Health Center,29,15,36,2875,60,126317,Yes,No,61.2,2.0
Central Senegal,Senegal,5795,Central Facility 1372,Health Center,27,2,24,5349,47,58556,No,No,77.1,16.7
Eastern Nigeria,Nigeria,2688,Eastern Facility 1373,Hospital,87,7,27,2940,34,143921,No,No,73.7,4.8
Central Malawi,Malawi,2113,Central Facility 1374,Health Center,30,15,19,17519,41,197300,Yes,No,64.7,4.7
Western Uganda,Uganda,7456,Western Facility 1375,Clinic,34,3,48,6160,33,100947,No,No,91.3,19.9
Southern Zambia,Zambia,9593,Southern Facility 1376,Hospital,100,8,30,18512,54,174814,Yes,No,78.0,11.0
Western Uganda,Uganda,6806,Western Facility 1377,Hospital,82,19,10,18285,31,182196,Yes,Yes,86.2,14.7
Eastern Nigeria,Nigeria,736,Eastern Facility 1378,Health Center,5,5,35,8960,22,141060,Yes,No,80.7,2.6
Western Uganda,Uganda,7742,Western Facility 1379,Clinic,79,20,19,15604,25,145523,No,No,85.5,9.3
Dar es Salaam,Tanzania,2397,Dar Facility 1380,Clinic,9,20,41,6966,6,82996,No,No,90.5,3.5
Dar es Salaam,Tanzania,3360,Dar Facility 1381,Hospital,46,4,24,1729,11,14658,Yes,No,79.0,19.4
Eastern Ethiopia,Ethiopia,4192,Eastern Facility 1382,Clinic,58,10,13,5362,33,164766,Yes,Yes,89.5,5.1
Northern Ghana,Ghana,8676,Northern Facility 1383,Hospital,73,14,17,11861,13,15134,Yes,No,86.7,6.6
Dar es Salaam,Tanzania,4368,Dar Facility 1384,Health Center,68,2,18,11104,9,133859,No,No,91.2,14.4
Central Malawi,Malawi,5270,Central Facility 1385,Health Center,79,4,28,8114,44,109163,No,Yes,60.8,2.6
Dar es Salaam,Tanzania,2665,Dar Facility 1386,Hospital,41,1,41,5513,34,46888,Yes,Yes,83.9,6.6
Central Malawi,Malawi,3153,Central Facility 1387,Clinic,91,10,23,7983,22,131479,Yes,Yes,79.9,14.9
Eastern Ethiopia,Ethiopia,2036,Eastern Facility 1388,Clinic,23,17,13,9011,6,188755,No,No,84.3,9.8
Southern Zambia,Zambia,6503,Southern Facility 1389,Hospital,96,13,28,4642,35,100597,No,Yes,90.4,9.6
Southern Zambia,Zambia,4030,Southern Facility 1390,Hospital,48,8,26,5871,54,166863,No,No,60.7,2.9
Eastern Nigeria,Nigeria,3686,Eastern Facility 1391,Hospital,7,12,49,18758,60,34588,Yes,Yes,88.9,18.9
Dar es Salaam,Tanzania,6506,Dar Facility 1392,Hospital,62,19,11,2539,8,138444,Yes,No,60.1,12.6
Western Kenya,Kenya,4908,Western Facility 1393,Hospital,34,18,38,7796,56,181856,No,No,94.7,10.0
Southern Zambia,Zambia,5723,Southern Facility 1394,Clinic,25,4,21,12698,49,149282,Yes,No,72.8,12.8
Eastern Ethiopia,Ethiopia,9695,Eastern Facility 1395,Hospital,16,5,25,6078,49,47975,No,Yes,71.2,4.2
Central Senegal,Senegal,5946,Central Facility 1396,Clinic,97,16,44,16486,57,73116,No,Yes,90.0,8.5
Eastern Nigeria,Nigeria,4087,Eastern Facility 1397,Clinic,7,15,30,13979,55,32923,Yes,No,61.6,7.1
Western Kenya,Kenya,8164,Western Facility 1398,Hospital,81,2,40,18847,38,25492,No,Yes,83.1,9.5
Dar es Salaam,Tanzania,4022,Dar Facility 1399,Clinic,92,6,47,2304,37,149053,No,Yes,86.6,14.8
Central Malawi,Malawi,1526,Central Facility 1400,Clinic,61,5,7,1830,9,90618,No,Yes,84.1,14.9
Southern Zambia,Zambia,4365,Southern Facility 1401,Clinic,29,6,27,18680,15,84647,No,Yes,76.2,8.5
Northern Ghana,Ghana,4819,Northern Facility 1402,Hospital,15,13,38,14988,33,72161,Yes,No,82.1,5.9
Eastern Rwanda,Rwanda,4161,Eastern Facility 1403,Hospital,55,7,31,17774,29,162770,No,Yes,83.8,11.9
Central Senegal,Senegal,9454,Central Facility 1404,Clinic,15,9,17,13411,43,178913,No,No,60.9,18.6
Western Uganda,Uganda,4281,Western Facility 1405,Health Center,58,1,6,17364,26,148737,No,No,82.9,9.6
Central Malawi,Malawi,5146,Central Facility 1406,Hospital,85,16,18,13234,60,55124,Yes,Yes,86.3,19.1
Western Uganda,Uganda,7715,Western Facility 1407,Clinic,43,18,38,11640,27,124774,No,Yes,93.7,2.9
Eastern Ethiopia,Ethiopia,5477,Eastern Facility 1408,Clinic,45,6,40,15864,35,159187,No,No,65.8,8.8
Eastern Nigeria,Nigeria,7110,Eastern Facility 1409,Health Center,99,17,23,3352,26,180615,No,No,62.5,5.7
Central Senegal,Senegal,5357,Central Facility 1410,Clinic,88,5,15,1800,50,67411,Yes,No,83.8,5.7
Northern Ghana,Ghana,9075,Northern Facility 1411,Clinic,71,14,11,5163,45,190785,No,No,79.0,14.1
Eastern Nigeria,Nigeria,7054,Eastern Facility 1412,Clinic,35,4,33,3546,25,116286,No,No,87.0,11.7
Southern Zambia,Zambia,6964,Southern Facility 1413,Clinic,65,14,16,2907,7,67642,No,No,84.3,17.4
Western Kenya,Kenya,3357,Western Facility 1414,Hospital,82,4,24,19038,33,78312,Yes,No,70.8,10.9
Southern Zambia,Zambia,3217,Southern Facility 1415,Clinic,69,7,27,4291,37,134061,No,No,85.4,17.3
Southern Zambia,Zambia,7696,Southern Facility 1416,Hospital,67,8,47,3669,26,114314,Yes,No,73.3,3.1
Central Malawi,Malawi,4818,Central Facility 1417,Health Center,98,4,30,12038,7,77887,Yes,No,86.7,7.5
Dar es Salaam,Tanzania,3101,Dar Facility 1418,Health Center,68,4,33,17695,59,198766,No,No,89.1,17.7
Southern Zambia,Zambia,1315,Southern Facility 1419,Hospital,74,9,5,5609,22,19738,No,Yes,84.4,19.7
Central Malawi,Malawi,7776,Central Facility 1420,Health Center,23,19,39,12861,34,153404,Yes,Yes,93.2,2.4
Central Malawi,Malawi,4654,Central Facility 1421,Clinic,33,12,20,12156,32,125061,Yes,Yes,83.4,18.9
Northern Ghana,Ghana,2996,Northern Facility 1422,Hospital,35,14,39,5919,22,194679,No,Yes,90.0,18.8
Eastern Ethiopia,Ethiopia,2269,Eastern Facility 1423,Hospital,53,4,9,15371,12,95423,No,Yes,65.9,5.5
Western Uganda,Uganda,2992,Western Facility 1424,Clinic,10,20,33,9003,16,30873,Yes,No,72.5,13.2
Western Uganda,Uganda,4614,Western Facility 1425,Health Center,25,19,22,5064,40,77248,No,Yes,82.6,13.1
Southern Zambia,Zambia,6430,Southern Facility 1426,Health Center,49,19,27,16161,58,164552,No,No,76.0,19.9
Eastern Rwanda,Rwanda,6315,Eastern Facility 1427,Health Center,75,15,12,3948,16,190455,No,No,78.6,14.7
Central Senegal,Senegal,5090,Central Facility 1428,Health Center,24,3,33,14182,33,132435,No,No,78.8,13.0
Southern Zambia,Zambia,9048,Southern Facility 1429,Health Center,64,3,14,10987,15,149604,Yes,Yes,63.1,14.5
Western Kenya,Kenya,3919,Western Facility 1430,Clinic,91,13,48,15228,22,199006,No,No,87.6,7.7
Dar es Salaam,Tanzania,7700,Dar Facility 1431,Health Center,32,19,44,1945,8,152416,Yes,No,81.7,2.9
Central Malawi,Malawi,4620,Central Facility 1432,Clinic,71,8,35,6343,42,105382,Yes,No,81.1,16.7
Western Kenya,Kenya,3708,Western Facility 1433,Clinic,29,10,31,9109,43,75755,Yes,Yes,71.6,1.5
Eastern Ethiopia,Ethiopia,4282,Eastern Facility 1434,Hospital,15,4,9,11542,56,76038,Yes,No,64.7,12.7
Northern Ghana,Ghana,5933,Northern Facility 1435,Clinic,17,7,21,17339,11,23787,No,No,74.6,11.9
Eastern Rwanda,Rwanda,8119,Eastern Facility 1436,Health Center,60,14,36,9713,59,24624,Yes,Yes,82.6,15.5
Central Malawi,Malawi,9436,Central Facility 1437,Hospital,70,15,30,1689,51,165842,No,No,87.7,15.3
Eastern Rwanda,Rwanda,2684,Eastern Facility 1438,Health Center,82,7,29,5895,26,99264,Yes,Yes,82.2,18.9
Southern Zambia,Zambia,4847,Southern Facility 1439,Clinic,42,14,10,2249,39,48830,Yes,Yes,94.2,18.9
Dar es Salaam,Tanzania,3745,Dar Facility 1440,Clinic,7,18,10,16950,20,171437,Yes,Yes,86.0,3.0
Eastern Ethiopia,Ethiopia,1560,Eastern Facility 1441,Health Center,56,10,13,14385,6,50048,Yes,Yes,70.4,12.9
Northern Ghana,Ghana,1573,Northern Facility 1442,Clinic,38,3,30,5334,45,24032,Yes,No,73.5,1.6
Northern Ghana,Ghana,5412,Northern Facility 1443,Health Center,64,5,47,7903,40,110321,No,No,86.0,12.3
Eastern Ethiopia,Ethiopia,4115,Eastern Facility 1444,Clinic,56,14,13,12455,44,94078,Yes,Yes,71.1,6.8
Southern Zambia,Zambia,718,Southern Facility 1445,Clinic,14,13,21,12705,16,164878,Yes,Yes,62.1,19.4
Central Malawi,Malawi,8081,Central Facility 1446,Hospital,53,7,38,12359,13,140022,No,Yes,63.6,16.0
Central Senegal,Senegal,5389,Central Facility 1447,Health Center,53,16,31,10053,36,85244,Yes,Yes,71.5,2.7
Eastern Nigeria,Nigeria,7349,Eastern Facility 1448,Clinic,97,19,17,11375,59,37878,Yes,No,72.5,3.0
Dar es Salaam,Tanzania,1651,Dar Facility 1449,Clinic,77,16,11,12950,14,173442,No,No,74.1,9.7
Eastern Ethiopia,Ethiopia,542,Eastern Facility 1450,Hospital,12,11,26,15687,22,111486,No,Yes,69.9,2.8
Western Kenya,Kenya,7948,Western Facility 1451,Clinic,75,1,18,15987,26,135632,No,Yes,72.0,12.2
Central Malawi,Malawi,5912,Central Facility 1452,Hospital,51,20,20,4517,7,157560,No,Yes,75.5,3.6
Northern Ghana,Ghana,1794,Northern Facility 1453,Hospital,42,12,29,7588,46,136578,No,No,78.6,2.0
Eastern Nigeria,Nigeria,4737,Eastern Facility 1454,Health Center,53,5,26,13285,18,16716,No,Yes,74.2,19.2
Northern Ghana,Ghana,1693,Northern Facility 1455,Health Center,85,1,29,7210,33,49709,Yes,No,85.9,7.0
Eastern Nigeria,Nigeria,1334,Eastern Facility 1456,Health Center,31,14,22,5398,12,158283,Yes,Yes,64.3,19.8
Central Malawi,Malawi,2722,Central Facility 1457,Clinic,32,11,42,10108,25,45081,Yes,No,94.8,7.1
Dar es Salaam,Tanzania,3899,Dar Facility 1458,Health Center,53,4,7,12412,21,154669,No,No,89.7,2.0
Northern Ghana,Ghana,2486,Northern Facility 1459,Clinic,6,20,14,19443,54,181580,Yes,Yes,91.0,11.7
Central Senegal,Senegal,9340,Central Facility 1460,Health Center,79,16,35,13295,41,39220,Yes,No,72.3,5.8
Western Uganda,Uganda,688,Western Facility 1461,Hospital,21,15,12,19093,56,33700,No,Yes,88.6,17.4
Northern Ghana,Ghana,5950,Northern Facility 1462,Hospital,80,7,8,2903,27,33510,No,Yes,64.2,4.0
Western Kenya,Kenya,2908,Western Facility 1463,Hospital,76,20,21,6929,33,143877,No,No,94.7,9.1
Dar es Salaam,Tanzania,7681,Dar Facility 1464,Hospital,67,7,27,1400,29,138342,No,Yes,77.6,11.3
Eastern Nigeria,Nigeria,1842,Eastern Facility 1465,Clinic,76,20,39,7631,17,134406,No,Yes,66.5,6.9
Eastern Nigeria,Nigeria,1960,Eastern Facility 1466,Clinic,35,10,10,17180,40,105651,Yes,Yes,78.1,10.4
Southern Zambia,Zambia,6373,Southern Facility 1467,Clinic,78,5,44,11208,33,36378,Yes,Yes,71.4,13.1
Central Senegal,Senegal,5097,Central Facility 1468,Hospital,97,5,46,6705,41,31441,No,No,84.0,10.8
Eastern Ethiopia,Ethiopia,5465,Eastern Facility 1469,Hospital,88,14,45,13690,56,170575,Yes,No,71.7,4.2
Eastern Nigeria,Nigeria,1363,Eastern Facility 1470,Health Center,88,11,17,15543,45,15220,No,No,65.3,3.4
Dar es Salaam,Tanzania,7471,Dar Facility 1471,Health Center,41,16,22,17843,45,133924,No,Yes,88.8,17.9
Dar es Salaam,Tanzania,8761,Dar Facility 1472,Clinic,87,16,35,9801,37,103284,Yes,No,81.8,16.9
Central Senegal,Senegal,4940,Central Facility 1473,Health Center,67,9,23,18247,49,115802,No,No,91.2,1.3
Dar es Salaam,Tanzania,6859,Dar Facility 1474,Health Center,61,3,28,4115,36,190382,No,Yes,68.8,15.6
Central Malawi,Malawi,6407,Central Facility 1475,Clinic,8,12,13,15808,16,74805,No,No,73.5,13.4
Dar es Salaam,Tanzania,5828,Dar Facility 1476,Health Center,52,5,44,2168,24,98047,Yes,No,91.7,17.7
Western Uganda,Uganda,3581,Western Facility 1477,Health Center,35,1,25,4876,46,62578,No,Yes,65.2,5.6
Northern Ghana,Ghana,2413,Northern Facility 1478,Hospital,39,11,12,15511,49,177930,Yes,No,82.2,11.7
Western Uganda,Uganda,4132,Western Facility 1479,Clinic,71,19,29,11010,30,48058,Yes,No,88.8,7.5
Western Kenya,Kenya,552,Western Facility 1480,Health Center,94,6,21,11891,41,106348,Yes,Yes,70.1,13.5
Northern Ghana,Ghana,6991,Northern Facility 1481,Clinic,48,15,43,17094,53,163359,Yes,Yes,68.6,10.3
